sample_id,dataset,emotion,pitch_mean,pitch_std,rms_mean,rms_std,zcr_mean,zcr_std,pause_ratio,voiced_ratio
s011121,SAVEE,angry,192.912936971539,50.883428208281984,0.2835316420554189,0.1945192781948774,0.11273605253067484,0.10916036922451187,0.08024691358024694,0.754601226993865
s001102,CREMA-D,angry,0.0,0.0,0.07096912818108227,0.07513845984943548,0.10716054137323944,0.08972552006757412,0.0,0.0
s005225,CREMA-D,angry,452.9740537646879,205.16634879300528,0.24773028176888578,0.1520060253078183,0.15380859375,0.0858120179817474,0.0,0.8524590163934426
s004078,CREMA-D,angry,195.58473007257933,23.330972688036784,0.11426600050586073,0.08789637540686697,0.09749702785326086,0.036350770623232505,0.0888888888888889,0.6086956521739131
s003327,CREMA-D,angry,262.8785925078841,71.14235226555299,0.07553222625819819,0.06714201344067738,0.11839997366573034,0.09456036013075386,0.03409090909090906,0.550561797752809
s009757,TESS,angry,243.13462218939958,28.71631210576051,0.09222309744384671,0.07169892266928278,0.30375279017857143,0.2460370782537061,0.01429089792614513,0.6428571428571429
s004305,CREMA-D,angry,153.22849391516522,65.5176604610876,0.0631324178668567,0.07052997481387016,0.17616780598958334,0.1741785703037065,0.013890772945549301,0.18055555555555555
s003813,CREMA-D,angry,0.0,0.0,0.08398044251260303,0.0654066656537894,0.1414853050595238,0.11208853429765775,0.0,0.0
s003157,CREMA-D,angry,237.02777588354866,25.429603772903963,0.20209753218734142,0.14194514449238543,0.20396205357142858,0.14250702187473677,0.0,0.8367346938775511
s005775,CREMA-D,angry,247.8853632764113,56.2709908019824,0.0772032145770234,0.07082150898910426,0.11070278234649122,0.04756686863881427,0.0892857142857143,0.6491228070175439
s004591,CREMA-D,angry,150.61127942644532,38.48799261824575,0.07947039376323421,0.07023545050576295,0.09259765625,0.03507419895554348,0.06756756756756754,0.7333333333333333
s009793,TESS,angry,249.68661085089997,39.21431509333875,0.11070408184605185,0.08654305614963051,0.23203277587890625,0.21313971514269417,0.0,0.671875
s006695,CREMA-D,angry,188.85170952736843,37.05335408934617,0.1247280932103212,0.08527860140577614,0.11960073617788461,0.059341774533205445,0.0,0.4807692307692308
s005107,CREMA-D,angry,229.18070793694173,34.123541141807394,0.23866788145370674,0.13381709391705449,0.09128028759057971,0.03897047478418095,0.0,0.8115942028985508
s008525,TESS,angry,265.9337518936481,32.18366244402218,0.14214636402373965,0.10067320895055362,0.10943048650568182,0.09840649841352846,0.04615315274710419,0.8181818181818182
s003637,CREMA-D,angry,121.39739076210557,25.537681069485608,0.09552225527402601,0.08204992869015137,0.09894634046052632,0.09423546938419967,0.0,0.30526315789473685
s006841,CREMA-D,angry,137.7583642454538,36.30159392569011,0.05916231582029108,0.05737805487477654,0.07807893573113207,0.05712077663924534,0.0,0.5943396226415094
s000815,RAVDESS,angry,183.65319895539122,31.072702636197494,0.08461123004454715,0.08387695911800998,0.10914556664156627,0.1362992927028999,0.20731707317073167,0.5662650602409639
s000988,RAVDESS,angry,219.83011208164302,34.6993696680442,0.13100357458177136,0.06613978955770615,0.12517863948170732,0.05496028228337582,0.0,0.7804878048780488
s000159,RAVDESS,angry,423.9019076813272,116.15925272303686,0.09219827693110953,0.051844813602249455,0.24539388020833333,0.18344431249101745,0.016949152542372836,0.7333333333333333
s002231,CREMA-D,angry,151.28133030569057,40.91849351656512,0.11606795810318242,0.10038454944016975,0.0669097900390625,0.02473939458457152,0.0,0.7604166666666666
s009723,TESS,angry,248.24911708255246,45.747105761335106,0.09584490673111404,0.06502867198503647,0.15376721398305085,0.09057955862339083,0.03448275862068961,0.8813559322033898
s000465,RAVDESS,angry,307.1608182447044,45.41131031367617,0.15644654328576646,0.0771492801688603,0.12759915865384616,0.054791570395262224,0.0,0.8
s003012,CREMA-D,angry,195.65406615512427,48.19798712607289,0.10837746041989516,0.09442138536856343,0.06346881200396826,0.03435181247853101,0.0,0.5079365079365079
s002829,CREMA-D,angry,236.81599578005353,43.0194826822709,0.1439788706825468,0.12171263236291434,0.34098868534482757,0.24234098214054742,0.0,0.6896551724137931
s008572,TESS,angry,268.43238795659767,28.40774479754438,0.13513263596428765,0.11173650943322957,0.11200086805555555,0.07709940760877956,0.06818181818181823,0.8666666666666667
s008598,TESS,angry,275.4308947310639,19.606320319696717,0.14840089428859451,0.09591153851969896,0.11113484700520833,0.09783993241786568,0.0,0.7916666666666666
s008618,TESS,angry,248.62060620316487,34.71730523006377,0.1617528899488124,0.10867631256467293,0.10795454545454546,0.11137434531052505,0.0,0.75
s011009,SAVEE,angry,169.90016118031335,25.284640282232342,0.3854711074382067,0.17304035493248435,0.06621476715686274,0.014266911075243941,0.0,0.8235294117647058
s009755,TESS,angry,274.76549154698506,46.39585071690339,0.0765434592560103,0.06898565585248255,0.3004335345643939,0.23867084949867373,0.10661272570425673,0.5606060606060606
s011136,SAVEE,disgust,147.6366956931644,33.07869784038704,0.10712225019268579,0.10450765109178421,0.12436671401515151,0.09940912090585305,0.1402439024390244,0.7636363636363637
s001103,CREMA-D,disgust,124.2157352566132,27.215103068191084,0.09476021021031417,0.08317887524408202,0.09950420673076923,0.08793879273668424,0.0,0.35384615384615387
s005228,CREMA-D,disgust,134.6236080319561,35.78779120003614,0.06517445208090875,0.06739716442809489,0.079052734375,0.07883765971306694,0.0,0.6333333333333333
s004081,CREMA-D,disgust,207.33886926165886,10.597787123331951,0.08612073524153396,0.07516749753927422,0.0812687285958904,0.045428671511009294,0.0,0.3013698630136986
s003328,CREMA-D,disgust,182.62405039231567,52.74880715358968,0.09074925412532202,0.05597141428138778,0.07240188953488372,0.04930362423730122,0.0,0.7906976744186046
s009957,TESS,disgust,208.14660913742281,53.77112636269996,0.13379246065340622,0.1077128377903456,0.19996836487676056,0.20376146367484982,0.014285714285714235,0.647887323943662
s004306,CREMA-D,disgust,144.18419022198069,1.947732027298138,0.08883095619579157,0.06683465768641982,0.16080186631944443,0.17659999974734558,0.0,0.06666666666666667
s003814,CREMA-D,disgust,84.85333302236975,15.382647742878817,0.054307282835777314,0.062145718378331834,0.12762160528273808,0.11033784686443335,0.0,0.2857142857142857
s003158,CREMA-D,disgust,75.85971178639477,0.3270419429791096,0.0689552129091074,0.05709392908428682,0.16176350911458334,0.16679769446801757,0.0,0.08333333333333333
s005776,CREMA-D,disgust,186.9010953347539,54.62297357478712,0.08374355127599752,0.0692429176485793,0.07223824474299065,0.03446125056209578,0.0,0.3177570093457944
s004592,CREMA-D,disgust,109.49485835102125,8.96662741169703,0.0657191106238135,0.0637363357451679,0.0717241646039604,0.030031519546632957,0.0,0.6138613861386139
s009993,TESS,disgust,216.33368204007016,59.50820395073113,0.12234086181286355,0.09469002804071953,0.19084231954225353,0.21958815953414446,0.042857142857142816,0.4647887323943662
s006696,CREMA-D,disgust,164.68061183037474,17.625022326435033,0.08465863079313309,0.08022150486545003,0.07154632896505377,0.04404394263569404,0.0,0.1827956989247312
s005108,CREMA-D,disgust,108.10817802884594,16.756923151053243,0.0743090176411594,0.06478383965894784,0.0663330078125,0.037194974452667756,0.0,0.65
s008725,TESS,disgust,256.13784374493923,174.2457442001961,0.11234541012074899,0.08280841403539761,0.13093855574324326,0.1838914021673182,0.013639875323014583,0.5675675675675675
s003638,CREMA-D,disgust,109.2255894880832,14.475531017292624,0.1292129389228339,0.07145044723787147,0.07452522440159574,0.051692447389488805,0.0,0.26595744680851063
s006842,CREMA-D,disgust,106.07519551965416,8.207705573387441,0.07033250338651917,0.04255717962633726,0.0641512784090909,0.0390793632489564,0.0,0.22727272727272727
s000831,RAVDESS,disgust,339.9534911976361,462.1680211002106,0.07968069969861429,0.07761520734903912,0.2091864224137931,0.1820350063094918,0.2093023255813954,0.6896551724137931
s001004,RAVDESS,disgust,131.17555456547083,18.929026773826557,0.10638748099676,0.06137132831460231,0.14662256780660377,0.09257089133264587,0.019230769230769273,0.8301886792452831
s000175,RAVDESS,disgust,304.91537237394755,52.033834865602905,0.1160853129433657,0.08232602490859463,0.20906929347826086,0.20483221871623872,0.044117647058823484,0.6666666666666666
s002232,CREMA-D,disgust,168.68222071381928,50.08034983551475,0.11872920699501305,0.10033354213580097,0.05196080582865169,0.025288480700447914,0.0,0.7191011235955056
s009923,TESS,disgust,234.3729577445309,56.097521302334584,0.10806719094870386,0.08137922058905145,0.17072687922297297,0.18169233047836963,0.0821917808219178,0.4594594594594595
s000481,RAVDESS,disgust,147.93697372836488,26.12758264481194,0.15371917903663987,0.10350803982230516,0.13748683286516855,0.11541226107367665,0.14628249928573,0.5955056179775281
s003015,CREMA-D,disgust,211.47932132406422,17.03815135164785,0.12153805130057865,0.04959577762799999,0.07096354166666667,0.053659520054460445,0.0,0.18888888888888888
s002830,CREMA-D,disgust,151.45687002729605,43.86784509869295,0.09170710092913063,0.08413610206915553,0.25243365575396826,0.2323264313621394,0.0,0.2857142857142857
s008772,TESS,disgust,170.97913663369073,16.707578176623873,0.12685267989964863,0.09664113050956569,0.14554636101973684,0.19885819289371756,0.03955908107551254,0.5394736842105263
s008798,TESS,disgust,178.11387313831116,33.51423564964056,0.09706935007125139,0.07881806968496928,0.12714192708333333,0.1746718080069707,0.013513513513513487,0.64
s008818,TESS,disgust,185.3286996608639,26.80141779412995,0.12403292691867267,0.10186899034275292,0.15378766741071428,0.1945485098874472,0.01449275362318836,0.7142857142857143
s011024,SAVEE,disgust,143.87965404140252,22.754382146470583,0.1172272201627493,0.08670603494181676,0.15493706597222223,0.17616030883330477,0.0,0.6444444444444445
s009955,TESS,disgust,235.6182742687239,59.97222373236221,0.11716926405583886,0.10276064274748317,0.21861143369932431,0.20053780649128072,0.13604719136950627,0.2972972972972973
s011151,SAVEE,fear,265.8520185483266,43.482443194700615,0.23890514733202214,0.1793226347340694,0.09918803553427419,0.10201275949860703,0.024390243902439046,0.8548387096774194
s001104,CREMA-D,fear,149.4775787294468,20.318971754069132,0.06325219520300195,0.07802482074431903,0.11306187726449275,0.10203351290415225,0.0,0.2753623188405797
s005231,CREMA-D,fear,350.7572872995387,75.9280846490631,0.17784889534232207,0.11903945069335518,0.1212615966796875,0.034378478432355544,0.032258064516129004,1.0
s004084,CREMA-D,fear,0.0,0.0,0.14223505184054375,0.04232007759820101,0.05926513671875,0.02668339481539278,0.0,0.0
s003329,CREMA-D,fear,367.0638906442372,67.6944933564388,0.15680526727917551,0.09133737885972268,0.0688195941091954,0.03783147448852684,0.0,0.6666666666666666
s010157,TESS,fear,288.75866699690937,86.49475993204803,0.12201416345002751,0.0760739743540685,0.2572509765625,0.18612855610845927,0.05084745762711862,0.65
s004307,CREMA-D,fear,200.19230347391004,60.9122635939809,0.08157285522228401,0.08158153155046632,0.12507709703947367,0.13791558401406026,0.0,0.5
s003815,CREMA-D,fear,0.0,0.0,0.09445167779922485,0.07415717510932432,0.087628173828125,0.0700666981676274,0.0,0.0
s003159,CREMA-D,fear,202.2105750958574,22.007437551795174,0.06799254573783592,0.06583147751205629,0.19774105674342105,0.1623267994704793,0.08108108108108103,0.5263157894736842
s005777,CREMA-D,fear,228.42487920508057,63.232221285898895,0.04157138720891157,0.04464844056320118,0.08544354106104651,0.03592725510834435,0.10588235294117643,0.6627906976744186
s004593,CREMA-D,fear,105.56766356859444,12.509543516877427,0.05644052499986213,0.04235885411384385,0.06305197010869565,0.029325805302227406,0.0,0.532608695652174
s010193,TESS,fear,321.447063243014,43.50812945775884,0.12910562460222896,0.11151502045698401,0.2231537441037736,0.19521446192928588,0.0,0.6226415094339622
s006697,CREMA-D,fear,116.26162707494161,26.58297580138166,0.06218751650775158,0.06382704315569426,0.06181393393987342,0.0302055242233449,0.0,0.620253164556962
s005109,CREMA-D,fear,158.49015107124063,32.09238550350999,0.11296394327655435,0.09691174691422741,0.074505615234375,0.03650736684708821,0.0,0.7
